Timestamp,PID,Component,Level,Code,Message,Category
25-02-2023 12:07,27730,fes,INFO,9,Initialization: FES worker started,Normal
25-02-2023 12:07,27730,fes,ERROR,50,"ProxyConnectionFailed: user=dan,session=SID1207,ip=10.0.0.26,err=ProxyConnectionFailedIssue",Proxy Error
25-02-2023 12:08,27730,fes,INFO,2,ServiceCheck: FES modules healthy,Normal
25-02-2023 12:08,27730,fes,INFO,4,SessionRefresh: session=SID1945 ok,Normal
25-02-2023 12:08,27730,fes,ERROR,89,"ProxyConnectionFailed: user=charlie,session=SID1437,ip=10.0.0.33,err=ProxyConnectionFailedIssue",Proxy Error
25-02-2023 12:09,27730,fes,INFO,6,Heartbeat: keepalive session=SID1440,Normal
25-02-2023 12:09,27730,fes,ERROR,37,"CertificateError: user=erin,ip=10.0.0.14,err=CertificateErrorIssue",Certificate Error
25-02-2023 12:09,27730,fes,WARN,32,"HighLatency: session=SID1954,latency=3458ms",Performance Warning
25-02-2023 12:09,27730,fes,ERROR,30,"ConnectionFailed: user=charlie,session=SID1000,ip=10.0.0.30,err=ConnectionFailedIssue",Connection Failure
25-02-2023 12:10,27730,fes,INFO,3,Cleanup: closed session=SID1056,Normal
25-02-2023 12:11,27730,fes,ERROR,73,"TwoFactorFailed: user=frank,session=SID1235,ip=10.0.0.15,err=TwoFactorFailedIssue",2FA Failure
25-02-2023 12:11,27730,fes,INFO,1,ScheduledBackup: ok,Normal
25-02-2023 12:11,27730,fes,INFO,3,Initialization: FES worker started,Normal
25-02-2023 12:11,27730,fes,INFO,8,ConfigReload: completed,Normal
25-02-2023 12:12,27730,fes,INFO,3,Heartbeat: keepalive session=SID1020,Normal
25-02-2023 12:12,27730,fes,INFO,8,ScheduledBackup: ok,Normal
25-02-2023 12:12,27730,fes,INFO,6,Initialization: FES worker started,Normal
25-02-2023 12:13,27730,fes,INFO,8,ScheduledBackup: ok,Normal
25-02-2023 12:13,27730,fes,INFO,2,SessionRefresh: session=SID1707 ok,Normal
25-02-2023 12:13,27730,fes,INFO,8,SessionRefresh: session=SID1551 ok,Normal
25-02-2023 12:14,27730,fes,INFO,4,ScheduledBackup: ok,Normal
25-02-2023 12:14,27730,fes,INFO,3,ConfigReload: completed,Normal
25-02-2023 12:14,27730,fes,INFO,8,Heartbeat: keepalive session=SID1090,Normal
25-02-2023 12:15,27730,fes,INFO,3,ConfigReload: completed,Normal
25-02-2023 12:15,27730,fes,INFO,7,ServiceCheck: FES modules healthy,Normal
25-02-2023 12:15,27730,fes,INFO,8,SessionRefresh: session=SID1452 ok,Normal
25-02-2023 12:16,27730,fes,ERROR,29,"ConnectionFailed: user=charlie,session=SID1919,ip=10.0.0.10,err=ConnectionFailedIssue",Connection Failure
25-02-2023 12:16,27730,fes,ERROR,51,"UserAccountExpired: user=charlie,session=SID1288,ip=10.0.0.35,err=UserAccountExpiredIssue",Account Expired
25-02-2023 12:16,27730,fes,ERROR,49,"ProxyConnectionFailed: user=bob,session=SID1690,ip=10.0.0.20,err=ProxyConnectionFailedIssue",Proxy Error
25-02-2023 12:16,27730,fes,INFO,8,Cleanup: closed session=SID1562,Normal
25-02-2023 12:17,27730,fes,INFO,2,ScheduledBackup: ok,Normal
25-02-2023 12:18,27730,fes,INFO,3,SessionRefresh: session=SID1801 ok,Normal
25-02-2023 12:17,27730,fes,INFO,3,Initialization: FES worker started,Normal
25-02-2023 12:18,27730,fes,INFO,6,Cleanup: closed session=SID1484,Normal
25-02-2023 12:19,27730,fes,ERROR,76,"LicenseExpired: user=charlie,session=SID1058,ip=10.0.0.31,err=LicenseExpiredIssue",License Error
25-02-2023 12:19,27730,fes,INFO,3,Heartbeat: keepalive session=SID1259,Normal
25-02-2023 12:19,27730,fes,INFO,4,ScheduledBackup: ok,Normal
25-02-2023 12:19,27730,fes,INFO,1,Cleanup: closed session=SID1768,Normal
25-02-2023 12:20,27730,fes,INFO,5,ScheduledBackup: ok,Normal
25-02-2023 12:20,27730,fes,INFO,4,Initialization: FES worker started,Normal
25-02-2023 12:20,27730,fes,INFO,10,SessionRefresh: session=SID1526 ok,Normal
25-02-2023 12:20,27730,fes,INFO,10,Initialization: FES worker started,Normal
25-02-2023 12:21,27730,fes,INFO,8,Cleanup: closed session=SID1358,Normal
25-02-2023 12:22,27730,fes,INFO,9,ServiceCheck: FES modules healthy,Normal
25-02-2023 12:22,27730,fes,INFO,3,Initialization: FES worker started,Normal
25-02-2023 12:22,27730,fes,INFO,8,Cleanup: closed session=SID1307,Normal
25-02-2023 12:22,27730,fes,INFO,9,Heartbeat: keepalive session=SID1125,Normal
25-02-2023 12:22,27730,fes,ERROR,36,"UserAccountExpired: user=alice,session=SID1088,ip=10.0.0.42,err=UserAccountExpiredIssue",Account Expired
25-02-2023 12:23,27730,fes,ERROR,42,"TwoFactorFailed: user=charlie,session=SID1455,ip=10.0.0.40,err=TwoFactorFailedIssue",2FA Failure
25-02-2023 12:24,27730,fes,INFO,2,ConfigReload: completed,Normal
25-02-2023 12:24,27730,fes,INFO,1,ServiceCheck: FES modules healthy,Normal
25-02-2023 12:24,27730,fes,INFO,8,ConfigReload: completed,Normal
25-02-2023 12:24,27730,fes,INFO,8,Initialization: FES worker started,Normal
25-02-2023 12:24,27730,fes,INFO,10,ConfigReload: completed,Normal
25-02-2023 12:25,27730,fes,INFO,4,ConfigReload: completed,Normal
25-02-2023 12:25,27730,fes,INFO,9,Cleanup: closed session=SID1703,Normal
25-02-2023 12:25,27730,fes,INFO,2,ScheduledBackup: ok,Normal
25-02-2023 12:26,27730,fes,INFO,4,SessionRefresh: session=SID1799 ok,Normal
25-02-2023 12:26,27730,fes,ERROR,41,"TokenExpired: user=frank,session=SID1924,ip=10.0.0.48,err=TokenExpiredIssue",Token Expired
25-02-2023 12:26,27730,fes,INFO,4,Heartbeat: keepalive session=SID1992,Normal
25-02-2023 12:27,27730,fes,WARN,20,"HighLatency: session=SID1495,latency=3185ms",Performance Warning
25-02-2023 12:27,27730,fes,INFO,10,ServiceCheck: FES modules healthy,Normal
25-02-2023 12:28,27730,fes,INFO,8,ScheduledBackup: ok,Normal
25-02-2023 12:28,27730,fes,INFO,2,ScheduledBackup: ok,Normal
25-02-2023 12:29,27730,fes,INFO,6,ConfigReload: completed,Normal
25-02-2023 12:28,27730,fes,INFO,2,Cleanup: closed session=SID1725,Normal
25-02-2023 12:29,27730,fes,ERROR,49,"UserAccountExpired: user=charlie,session=SID1823,ip=10.0.0.15,err=UserAccountExpiredIssue",Account Expired
25-02-2023 12:29,27730,fes,INFO,10,ScheduledBackup: ok,Normal
25-02-2023 12:30,27730,fes,INFO,10,Initialization: FES worker started,Normal
25-02-2023 12:30,27730,fes,INFO,9,Heartbeat: keepalive session=SID1606,Normal
25-02-2023 12:30,27730,fes,INFO,7,Cleanup: closed session=SID1360,Normal
25-02-2023 12:31,27730,fes,ERROR,69,"CertificateError: user=charlie,ip=10.0.0.24,err=CertificateErrorIssue",Certificate Error
25-02-2023 12:31,27730,fes,ERROR,99,"UserAccountExpired: user=erin,session=SID1151,ip=10.0.0.29,err=UserAccountExpiredIssue",Account Expired
25-02-2023 12:31,27730,fes,INFO,7,Heartbeat: keepalive session=SID1323,Normal
25-02-2023 12:31,27730,fes,INFO,4,Heartbeat: keepalive session=SID1332,Normal
25-02-2023 12:32,27730,fes,INFO,4,ServiceCheck: FES modules healthy,Normal
25-02-2023 12:32,27730,fes,INFO,2,Initialization: FES worker started,Normal
25-02-2023 12:33,27730,fes,INFO,3,Cleanup: closed session=SID1286,Normal
25-02-2023 12:33,27730,fes,ERROR,77,"TokenExpired: user=charlie,session=SID1536,ip=10.0.0.44,err=TokenExpiredIssue",Token Expired
25-02-2023 12:34,27730,fes,INFO,2,Cleanup: closed session=SID1949,Normal
25-02-2023 12:34,27730,fes,ERROR,78,"TokenExpired: user=frank,session=SID1937,ip=10.0.0.32,err=TokenExpiredIssue",Token Expired
25-02-2023 12:34,27730,fes,INFO,9,SessionRefresh: session=SID1722 ok,Normal
25-02-2023 12:34,27730,fes,INFO,5,SessionRefresh: session=SID1236 ok,Normal
25-02-2023 12:35,27730,fes,INFO,2,Heartbeat: keepalive session=SID1276,Normal
25-02-2023 12:35,27730,fes,INFO,4,ScheduledBackup: ok,Normal
25-02-2023 12:35,27730,fes,INFO,7,ConfigReload: completed,Normal
25-02-2023 12:35,27730,fes,INFO,7,ServiceCheck: FES modules healthy,Normal
25-02-2023 12:36,27730,fes,INFO,5,Cleanup: closed session=SID1354,Normal
25-02-2023 12:36,27730,fes,INFO,10,ConfigReload: completed,Normal
25-02-2023 12:37,27730,fes,INFO,5,Cleanup: closed session=SID1695,Normal
25-02-2023 12:37,27730,fes,INFO,1,ConfigReload: completed,Normal
25-02-2023 12:37,27730,fes,INFO,3,Cleanup: closed session=SID1443,Normal
25-02-2023 12:38,27730,fes,INFO,1,Cleanup: closed session=SID1843,Normal
25-02-2023 12:38,27730,fes,INFO,7,SessionRefresh: session=SID1816 ok,Normal
25-02-2023 12:38,27730,fes,INFO,7,Cleanup: closed session=SID1021,Normal
25-02-2023 12:38,27730,fes,INFO,8,ServiceCheck: FES modules healthy,Normal
25-02-2023 12:39,27730,fes,INFO,9,ScheduledBackup: ok,Normal
25-02-2023 12:40,27730,fes,INFO,6,SessionRefresh: session=SID1262 ok,Normal
25-02-2023 12:40,27730,fes,INFO,9,ServiceCheck: FES modules healthy,Normal
25-02-2023 12:40,27730,fes,INFO,10,ScheduledBackup: ok,Normal
25-02-2023 12:40,27730,fes,WARN,44,"HighLatency: session=SID1406,latency=3711ms",Performance Warning
25-02-2023 12:41,27730,fes,INFO,2,Heartbeat: keepalive session=SID1421,Normal
25-02-2023 12:41,27730,fes,ERROR,41,"ProxyConnectionFailed: user=alice,session=SID1843,ip=10.0.0.5,err=ProxyConnectionFailedIssue",Proxy Error
25-02-2023 12:41,27730,fes,ERROR,78,"CertificateError: user=charlie,ip=10.0.0.11,err=CertificateErrorIssue",Certificate Error
25-02-2023 12:41,27730,fes,INFO,6,Cleanup: closed session=SID1799,Normal
25-02-2023 12:42,27730,fes,INFO,7,Initialization: FES worker started,Normal
25-02-2023 12:42,27730,fes,INFO,6,Heartbeat: keepalive session=SID1857,Normal
25-02-2023 12:42,27730,fes,INFO,5,ServiceCheck: FES modules healthy,Normal
25-02-2023 12:43,27730,fes,ERROR,87,"TokenExpired: user=alice,session=SID1360,ip=10.0.0.7,err=TokenExpiredIssue",Token Expired
25-02-2023 12:43,27730,fes,INFO,3,SessionRefresh: session=SID1886 ok,Normal
25-02-2023 12:44,27730,fes,ERROR,70,"ProxyConnectionFailed: user=erin,session=SID1316,ip=10.0.0.30,err=ProxyConnectionFailedIssue",Proxy Error
25-02-2023 12:44,27730,fes,INFO,2,SessionRefresh: session=SID1951 ok,Normal
25-02-2023 12:45,27730,fes,INFO,4,ScheduledBackup: ok,Normal
25-02-2023 12:45,27730,fes,INFO,10,ConfigReload: completed,Normal
25-02-2023 12:45,27730,fes,INFO,5,Initialization: FES worker started,Normal
25-02-2023 12:45,27730,fes,INFO,10,ServiceCheck: FES modules healthy,Normal
25-02-2023 12:45,27730,fes,INFO,3,ConfigReload: completed,Normal
25-02-2023 12:46,27730,fes,ERROR,29,"LicenseExpired: user=dan,session=SID1888,ip=10.0.0.15,err=LicenseExpiredIssue",License Error
25-02-2023 12:47,27730,fes,INFO,6,Cleanup: closed session=SID1494,Normal
25-02-2023 12:46,27730,fes,INFO,8,ScheduledBackup: ok,Normal
25-02-2023 12:47,27730,fes,ERROR,58,"ProxyConnectionFailed: user=bob,session=SID1265,ip=10.0.0.45,err=ProxyConnectionFailedIssue",Proxy Error
25-02-2023 12:48,27730,fes,INFO,5,Cleanup: closed session=SID1830,Normal
25-02-2023 12:48,27730,fes,INFO,4,Heartbeat: keepalive session=SID1631,Normal
25-02-2023 12:48,27730,fes,INFO,2,ScheduledBackup: ok,Normal
25-02-2023 12:48,27730,fes,INFO,1,SessionRefresh: session=SID1988 ok,Normal
25-02-2023 12:48,27730,fes,INFO,4,ScheduledBackup: ok,Normal
25-02-2023 12:49,27730,fes,INFO,5,ConfigReload: completed,Normal
25-02-2023 12:49,27730,fes,INFO,6,ConfigReload: completed,Normal
25-02-2023 12:49,27730,fes,INFO,6,ConfigReload: completed,Normal
25-02-2023 12:50,27730,fes,INFO,10,ScheduledBackup: ok,Normal
25-02-2023 12:50,27730,fes,INFO,3,SessionRefresh: session=SID1117 ok,Normal
25-02-2023 12:50,27730,fes,INFO,7,Heartbeat: keepalive session=SID1069,Normal
25-02-2023 12:51,27730,fes,INFO,1,Heartbeat: keepalive session=SID1274,Normal
25-02-2023 12:52,27730,fes,INFO,3,Initialization: FES worker started,Normal
25-02-2023 12:52,27730,fes,ERROR,27,"UserAccountExpired: user=dan,session=SID1279,ip=10.0.0.49,err=UserAccountExpiredIssue",Account Expired
25-02-2023 12:52,27730,fes,INFO,3,Heartbeat: keepalive session=SID1162,Normal
25-02-2023 12:52,27730,fes,INFO,2,SessionRefresh: session=SID1073 ok,Normal
25-02-2023 12:53,27730,fes,INFO,2,Cleanup: closed session=SID1523,Normal
25-02-2023 12:53,27730,fes,ERROR,58,"ProxyConnectionFailed: user=frank,session=SID1926,ip=10.0.0.14,err=ProxyConnectionFailedIssue",Proxy Error
25-02-2023 12:53,27730,fes,INFO,10,ConfigReload: completed,Normal
25-02-2023 12:54,27730,fes,INFO,9,ConfigReload: completed,Normal
25-02-2023 12:54,27730,fes,INFO,10,ServiceCheck: FES modules healthy,Normal
25-02-2023 12:54,27730,fes,INFO,2,Cleanup: closed session=SID1311,Normal
25-02-2023 12:55,27730,fes,INFO,3,Heartbeat: keepalive session=SID1119,Normal
25-02-2023 12:55,27730,fes,INFO,2,ServiceCheck: FES modules healthy,Normal
25-02-2023 12:55,27730,fes,ERROR,75,"LicenseExpired: user=bob,session=SID1063,ip=10.0.0.2,err=LicenseExpiredIssue",License Error
25-02-2023 12:56,27730,fes,INFO,8,Cleanup: closed session=SID1912,Normal
25-02-2023 12:56,27730,fes,INFO,3,Cleanup: closed session=SID1130,Normal
25-02-2023 12:56,27730,fes,ERROR,93,"UserAccountExpired: user=charlie,session=SID1484,ip=10.0.0.19,err=UserAccountExpiredIssue",Account Expired
25-02-2023 12:56,27730,fes,INFO,6,SessionRefresh: session=SID1406 ok,Normal
25-02-2023 12:57,27730,fes,INFO,8,Initialization: FES worker started,Normal
25-02-2023 12:57,27730,fes,INFO,10,Cleanup: closed session=SID1111,Normal
25-02-2023 12:57,27730,fes,INFO,7,Cleanup: closed session=SID1816,Normal
25-02-2023 12:58,27730,fes,INFO,8,SessionRefresh: session=SID1815 ok,Normal
25-02-2023 12:58,27730,fes,INFO,7,SessionRefresh: session=SID1140 ok,Normal
25-02-2023 12:59,27730,fes,INFO,2,Cleanup: closed session=SID1954,Normal
25-02-2023 12:59,27730,fes,ERROR,71,"SAMLFailure: user=bob,ip=10.0.0.46,err=SAMLFailureIssue",SAML Error
25-02-2023 13:00,27730,fes,INFO,1,Heartbeat: keepalive session=SID1282,Normal
25-02-2023 13:00,27730,fes,INFO,10,ScheduledBackup: ok,Normal
25-02-2023 13:00,27730,fes,INFO,4,SessionRefresh: session=SID1753 ok,Normal
25-02-2023 13:01,27730,fes,INFO,4,Heartbeat: keepalive session=SID1443,Normal
25-02-2023 13:01,27730,fes,INFO,8,ScheduledBackup: ok,Normal
25-02-2023 13:01,27730,fes,INFO,3,Initialization: FES worker started,Normal
25-02-2023 13:02,27730,fes,INFO,10,Initialization: FES worker started,Normal
25-02-2023 13:02,27730,fes,ERROR,87,"EPSComplianceFailed: user=charlie,ip=10.0.0.25,err=AVNotRunning",EPS Failure
25-02-2023 13:02,27730,fes,ERROR,37,"SAMLFailure: user=dan,ip=10.0.0.43,err=SAMLFailureIssue",SAML Error
25-02-2023 13:03,27730,fes,ERROR,30,"SAMLFailure: user=frank,ip=10.0.0.14,err=SAMLFailureIssue",SAML Error
25-02-2023 13:03,27730,fes,INFO,9,ConfigReload: completed,Normal
25-02-2023 13:03,27730,fes,INFO,6,ScheduledBackup: ok,Normal
25-02-2023 13:04,27730,fes,INFO,8,Cleanup: closed session=SID1822,Normal
25-02-2023 13:03,27730,fes,INFO,5,Initialization: FES worker started,Normal
25-02-2023 13:04,27730,fes,INFO,9,ScheduledBackup: ok,Normal
25-02-2023 13:04,27730,fes,INFO,2,SessionRefresh: session=SID1818 ok,Normal
25-02-2023 13:05,27730,fes,ERROR,99,"TwoFactorFailed: user=alice,session=SID1716,ip=10.0.0.43,err=TwoFactorFailedIssue",2FA Failure
25-02-2023 13:05,27730,fes,INFO,7,Cleanup: closed session=SID1358,Normal
25-02-2023 13:05,27730,fes,INFO,2,Heartbeat: keepalive session=SID1948,Normal
25-02-2023 13:06,27730,fes,INFO,1,ScheduledBackup: ok,Normal
25-02-2023 13:06,27730,fes,INFO,3,Initialization: FES worker started,Normal
25-02-2023 13:06,27730,fes,INFO,8,SessionRefresh: session=SID1994 ok,Normal
25-02-2023 13:07,27730,fes,ERROR,76,"TokenExpired: user=frank,session=SID1613,ip=10.0.0.34,err=TokenExpiredIssue",Token Expired
25-02-2023 13:07,27730,fes,ERROR,63,"LicenseExpired: user=bob,session=SID1032,ip=10.0.0.3,err=LicenseExpiredIssue",License Error
25-02-2023 13:07,27730,fes,INFO,8,ScheduledBackup: ok,Normal
25-02-2023 13:07,27730,fes,INFO,7,Heartbeat: keepalive session=SID1549,Normal
25-02-2023 13:08,27730,fes,INFO,7,ServiceCheck: FES modules healthy,Normal
25-02-2023 13:08,27730,fes,ERROR,66,"UserAccountExpired: user=alice,session=SID1207,ip=10.0.0.42,err=UserAccountExpiredIssue",Account Expired
25-02-2023 13:09,27730,fes,INFO,8,Heartbeat: keepalive session=SID1238,Normal
25-02-2023 13:09,27730,fes,INFO,6,ConfigReload: completed,Normal
25-02-2023 13:09,27730,fes,INFO,6,Initialization: FES worker started,Normal
25-02-2023 13:10,27730,fes,INFO,10,Initialization: FES worker started,Normal
25-02-2023 13:10,27730,fes,INFO,1,ScheduledBackup: ok,Normal
25-02-2023 13:10,27730,fes,ERROR,87,"CertificateError: user=frank,ip=10.0.0.29,err=CertificateErrorIssue",Certificate Error
25-02-2023 13:11,27730,fes,INFO,1,SessionRefresh: session=SID1415 ok,Normal
25-02-2023 13:11,27730,fes,INFO,2,SessionRefresh: session=SID1182 ok,Normal
25-02-2023 13:11,27730,fes,INFO,3,ConfigReload: completed,Normal
25-02-2023 13:11,27730,fes,INFO,1,Initialization: FES worker started,Normal
25-02-2023 13:12,27730,fes,INFO,4,SessionRefresh: session=SID1029 ok,Normal
25-02-2023 13:12,27730,fes,ERROR,80,"LicenseExpired: user=alice,session=SID1010,ip=10.0.0.12,err=LicenseExpiredIssue",License Error
25-02-2023 13:13,27730,fes,INFO,10,Initialization: FES worker started,Normal
25-02-2023 13:13,27730,fes,INFO,7,SessionRefresh: session=SID1581 ok,Normal
25-02-2023 13:14,27730,fes,INFO,9,ServiceCheck: FES modules healthy,Normal
25-02-2023 13:14,27730,fes,INFO,4,ScheduledBackup: ok,Normal
25-02-2023 13:14,27730,fes,INFO,7,ConfigReload: completed,Normal
25-02-2023 13:15,27730,fes,INFO,1,ServiceCheck: FES modules healthy,Normal
25-02-2023 13:15,27730,fes,INFO,7,ScheduledBackup: ok,Normal
25-02-2023 13:15,27730,fes,INFO,1,ServiceCheck: FES modules healthy,Normal
25-02-2023 13:15,27730,fes,INFO,3,SessionRefresh: session=SID1591 ok,Normal
25-02-2023 13:16,27730,fes,INFO,1,ConfigReload: completed,Normal
25-02-2023 13:16,27730,fes,INFO,10,Heartbeat: keepalive session=SID1043,Normal
25-02-2023 13:16,27730,fes,INFO,1,ScheduledBackup: ok,Normal
25-02-2023 13:17,27730,fes,INFO,8,Initialization: FES worker started,Normal
25-02-2023 13:17,27730,fes,ERROR,37,"CertificateError: user=frank,ip=10.0.0.8,err=CertificateErrorIssue",Certificate Error
25-02-2023 13:17,27730,fes,INFO,7,Cleanup: closed session=SID1330,Normal
25-02-2023 13:18,27730,fes,INFO,2,ConfigReload: completed,Normal
25-02-2023 13:18,27730,fes,INFO,6,SessionRefresh: session=SID1777 ok,Normal
25-02-2023 13:19,27730,fes,INFO,6,ConfigReload: completed,Normal
25-02-2023 13:19,27730,fes,INFO,9,Initialization: FES worker started,Normal
25-02-2023 13:19,27730,fes,INFO,5,Initialization: FES worker started,Normal
25-02-2023 13:19,27730,fes,INFO,7,Cleanup: closed session=SID1031,Normal
25-02-2023 13:20,27730,fes,INFO,2,ScheduledBackup: ok,Normal
25-02-2023 13:20,27730,fes,ERROR,27,"TokenExpired: user=dan,session=SID1778,ip=10.0.0.39,err=TokenExpiredIssue",Token Expired
25-02-2023 13:20,27730,fes,INFO,1,Heartbeat: keepalive session=SID1508,Normal
25-02-2023 13:21,27730,fes,INFO,9,Initialization: FES worker started,Normal
25-02-2023 13:21,27730,fes,INFO,9,Initialization: FES worker started,Normal
25-02-2023 13:22,27730,fes,INFO,7,ServiceCheck: FES modules healthy,Normal
25-02-2023 13:22,27730,fes,INFO,8,ServiceCheck: FES modules healthy,Normal
25-02-2023 13:22,27730,fes,ERROR,31,"TwoFactorFailed: user=dan,session=SID1584,ip=10.0.0.14,err=TwoFactorFailedIssue",2FA Failure
25-02-2023 13:22,27730,fes,INFO,5,Heartbeat: keepalive session=SID1841,Normal
25-02-2023 13:23,27730,fes,INFO,1,Initialization: FES worker started,Normal
25-02-2023 13:23,27730,fes,INFO,4,ScheduledBackup: ok,Normal
25-02-2023 13:23,27730,fes,INFO,1,Heartbeat: keepalive session=SID1558,Normal
25-02-2023 13:23,27730,fes,INFO,4,Initialization: FES worker started,Normal
25-02-2023 13:24,27730,fes,INFO,1,ConfigReload: completed,Normal
25-02-2023 13:24,27730,fes,INFO,8,Cleanup: closed session=SID1289,Normal
25-02-2023 13:25,27730,fes,INFO,6,Heartbeat: keepalive session=SID1622,Normal
25-02-2023 13:25,27730,fes,INFO,5,Initialization: FES worker started,Normal
25-02-2023 13:25,27730,fes,INFO,4,SessionRefresh: session=SID1625 ok,Normal
25-02-2023 13:26,27730,fes,INFO,5,ConfigReload: completed,Normal
25-02-2023 13:26,27730,fes,INFO,10,SessionRefresh: session=SID1514 ok,Normal
25-02-2023 13:27,27730,fes,INFO,8,ConfigReload: completed,Normal
25-02-2023 13:27,27730,fes,INFO,8,Cleanup: closed session=SID1406,Normal
25-02-2023 13:27,27730,fes,INFO,3,Heartbeat: keepalive session=SID1094,Normal
25-02-2023 13:28,27730,fes,ERROR,70,"LicenseExpired: user=dan,session=SID1274,ip=10.0.0.24,err=LicenseExpiredIssue",License Error
25-02-2023 13:27,27730,fes,INFO,9,ServiceCheck: FES modules healthy,Normal
25-02-2023 13:28,27730,fes,INFO,7,ConfigReload: completed,Normal
25-02-2023 13:28,27730,fes,INFO,8,SessionRefresh: session=SID1622 ok,Normal
25-02-2023 13:28,27730,fes,INFO,4,Heartbeat: keepalive session=SID1086,Normal
25-02-2023 13:29,27730,fes,INFO,2,SessionRefresh: session=SID1344 ok,Normal
25-02-2023 13:30,27730,fes,INFO,9,ConfigReload: completed,Normal
25-02-2023 13:29,27730,fes,INFO,6,Cleanup: closed session=SID1525,Normal
25-02-2023 13:30,27730,fes,INFO,5,ConfigReload: completed,Normal
25-02-2023 13:31,27730,fes,INFO,1,Cleanup: closed session=SID1451,Normal
25-02-2023 13:31,27730,fes,INFO,6,Cleanup: closed session=SID1642,Normal
25-02-2023 13:31,27730,fes,INFO,2,SessionRefresh: session=SID1629 ok,Normal
25-02-2023 13:32,27730,fes,INFO,2,Cleanup: closed session=SID1796,Normal
25-02-2023 13:32,27730,fes,INFO,7,ServiceCheck: FES modules healthy,Normal
25-02-2023 13:32,27730,fes,INFO,3,SessionRefresh: session=SID1768 ok,Normal
25-02-2023 13:33,27730,fes,INFO,3,SessionRefresh: session=SID1662 ok,Normal
25-02-2023 13:32,27730,fes,ERROR,90,"CertificateError: user=frank,ip=10.0.0.26,err=CertificateErrorIssue",Certificate Error
25-02-2023 13:33,27730,fes,INFO,5,ConfigReload: completed,Normal
25-02-2023 13:33,27730,fes,INFO,10,Cleanup: closed session=SID1455,Normal
25-02-2023 13:34,27730,fes,INFO,10,Cleanup: closed session=SID1869,Normal
25-02-2023 13:34,27730,fes,INFO,7,Initialization: FES worker started,Normal
25-02-2023 13:34,27730,fes,INFO,2,ServiceCheck: FES modules healthy,Normal
25-02-2023 13:34,27730,fes,INFO,9,SessionRefresh: session=SID1323 ok,Normal
25-02-2023 13:35,27730,fes,INFO,6,ScheduledBackup: ok,Normal
25-02-2023 13:36,27730,fes,INFO,7,Initialization: FES worker started,Normal
25-02-2023 13:36,27730,fes,WARN,38,"HighLatency: session=SID1521,latency=7018ms",Performance Warning
25-02-2023 13:36,27730,fes,INFO,10,ConfigReload: completed,Normal
25-02-2023 13:36,27730,fes,INFO,6,ServiceCheck: FES modules healthy,Normal
25-02-2023 13:37,27730,fes,INFO,10,Cleanup: closed session=SID1738,Normal
25-02-2023 13:37,27730,fes,INFO,3,ScheduledBackup: ok,Normal
25-02-2023 13:38,27730,fes,INFO,3,Initialization: FES worker started,Normal
25-02-2023 13:38,27730,fes,ERROR,45,"TokenExpired: user=charlie,session=SID1041,ip=10.0.0.31,err=TokenExpiredIssue",Token Expired
25-02-2023 13:38,27730,fes,INFO,6,Cleanup: closed session=SID1796,Normal
25-02-2023 13:38,27730,fes,INFO,4,ScheduledBackup: ok,Normal
25-02-2023 13:39,27730,fes,INFO,2,ScheduledBackup: ok,Normal
25-02-2023 13:39,27730,fes,INFO,9,ConfigReload: completed,Normal
